periodo,customer_id,product_id,plan_precios_cuidados,cust_request_qty,cust_request_tn,tn,cat1,cat2,cat3,brand,sku_size,descripcion
201806,10025,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10025,20001,0,2,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10025,20001,0,2,1.35545,1.35545,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10025,20001,0,1,0.86256,0.86256,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10025,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10025,20001,0,1,0.24645,0.24645,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10025,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10025,20001,0,2,0.39207,0.39207,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10025,20001,0,2,0.36967,0.36967,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10025,20001,0,2,0.30246,0.30246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10025,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10025,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10025,20001,0,1,0.49289,0.49289,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10025,20001,0,1,0.24645,0.24645,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10025,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10025,20001,0,2,0.36967,0.36967,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10025,20001,0,1,0.24645,0.24645,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10026,20001,0,2,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10026,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10026,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10026,20001,0,2,2.46246,2.46246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10026,20001,0,1,2.42888,2.42888,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10026,20001,0,1,2.46246,2.46246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10026,20001,0,3,10.46545,10.46545,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10026,20001,0,1,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10026,20001,0,1,3.69369,3.69369,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10026,20001,0,2,3.07808,3.07808,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10026,20001,0,3,4.31281,4.31281,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10026,20001,0,1,1.47868,1.47868,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10026,20001,0,1,4.43603,4.43603,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10026,20001,0,1,5.91471,5.91471,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10026,20001,0,2,2.95735,2.95735,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10026,20001,0,2,5.91471,5.91471,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10026,20001,0,1,1.47868,1.47868,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10026,20001,0,2,3.69669,3.69669,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10026,20001,0,2,4.268,4.268,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10026,20001,0,2,4.52565,3.04697,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10026,20001,0,1,2.21802,1.55709,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10026,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10026,20001,0,2,4.43603,4.43603,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10026,20001,0,2,3.69669,3.69669,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10026,20001,0,2,4.43603,4.43603,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10026,20001,0,2,2.95735,2.95735,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10026,20001,0,3,10.35074,10.35074,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10026,20001,0,1,3.69669,3.69669,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10026,20001,0,1,11.82942,11.82942,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10026,20001,0,1,6.65405,6.65405,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10027,20001,0,2,1.45509,1.45509,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10027,20001,0,3,6.7158,6.7158,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10027,20001,0,12,23.33741,23.33741,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10027,20001,0,1,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10027,20001,0,14,28.93391,28.93391,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10027,20001,0,13,34.8662,34.8662,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10027,20001,0,6,22.386,22.386,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10027,20001,0,13,27.08706,27.08706,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10027,20001,0,2,3.69369,3.69369,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10027,20001,0,6,17.06932,17.06932,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10027,20001,0,14,27.70268,27.70268,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10027,20001,0,4,3.69369,3.69369,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10027,20001,0,6,13.63307,13.63307,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10027,20001,0,5,13.74498,13.74498,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10027,20001,0,8,27.17629,27.17629,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10027,20001,0,3,11.70619,10.96686,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10027,20001,0,6,18.59549,18.59549,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10027,20001,0,4,9.52179,9.52179,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10027,20001,0,6,19.60368,19.60368,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10027,20001,0,7,30.24567,30.24567,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10027,20001,0,6,25.76483,25.74243,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10027,20001,0,14,34.6929,32.47489,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10027,20001,0,7,3.39424,3.39424,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10027,20001,0,10,7.24776,7.24776,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10027,20001,0,12,12.93843,12.93843,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10027,20001,0,5,11.76221,11.76221,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10027,20001,0,7,19.54766,19.54766,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10027,20001,0,9,18.48347,18.48347,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10027,20001,0,12,15.30207,15.30207,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10027,20001,0,4,7.16934,7.16934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10027,20001,0,5,4.77209,4.77209,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10027,20001,0,7,32.20604,32.20604,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10027,20001,0,7,18.06899,18.06899,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10027,20001,0,9,42.97126,42.97126,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10028,20001,0,2,0.36937,0.36937,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10028,20001,0,4,0.7947,0.7947,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10028,20001,0,4,0.98498,0.97379,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10028,20001,0,3,1.35435,1.35435,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10028,20001,0,2,0.24625,0.24625,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10028,20001,0,2,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10028,20001,0,5,1.84684,1.84684,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10028,20001,0,3,1.35435,1.35435,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10028,20001,0,2,0.86186,0.86186,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10028,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10028,20001,0,2,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10028,20001,0,2,1.23223,1.23223,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10028,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10028,20001,0,5,1.72512,1.72512,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10028,20001,0,1,0.61612,0.61612,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10028,20001,0,1,0.61612,0.61612,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10028,20001,0,2,1.23223,1.23223,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10028,20001,0,1,0.61612,0.61612,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10028,20001,0,1,0.61612,0.5153,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10028,20001,0,2,1.23223,1.23223,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10028,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10028,20001,0,2,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10028,20001,0,3,1.35545,1.35545,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10028,20001,0,1,0.61612,0.61612,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10028,20001,0,2,0.86256,0.86256,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10028,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10028,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10028,20001,0,3,2.21802,2.21802,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10028,20001,0,1,0.12322,0.12322,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10028,20001,0,1,1.23223,1.23223,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10028,20001,0,2,1.47868,1.47868,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10029,20001,0,10,1.23223,1.23223,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10029,20001,0,12,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10029,20001,0,11,1.44507,1.44507,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10029,20001,0,21,2.45326,2.45326,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10029,20001,0,9,0.94098,0.94098,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10030,20001,0,4,1.84684,1.84684,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10030,20001,0,1,0.24625,0.24625,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10030,20001,0,3,1.35435,1.35435,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10030,20001,0,1,0.12312,0.12312,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10030,20001,0,1,0.12312,0.12312,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10030,20001,0,4,3.24597,3.24597,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10030,20001,0,2,3.69369,3.69369,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10030,20001,0,1,0.36937,0.36937,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10030,20001,0,2,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10030,20001,0,2,2.46246,2.46246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10030,20001,0,1,1.84835,1.84835,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10030,20001,0,2,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10030,20001,0,1,2.46446,2.46446,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10030,20001,0,1,2.46446,2.46446,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10030,20001,0,2,1.84835,1.84835,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10030,20001,0,2,2.46446,2.46446,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10030,20001,0,3,7.39339,5.91471,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10030,20001,0,1,3.69669,1.47868,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10030,20001,0,2,1.72512,1.72512,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10030,20001,0,1,0.24645,0.24645,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10030,20001,0,3,3.69669,3.69669,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10030,20001,0,2,2.95735,2.95735,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10030,20001,0,1,2.21802,2.21802,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10030,20001,0,4,8.87206,8.87206,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10031,20001,0,2,0.20147,0.20147,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10031,20001,0,2,0.29102,0.29102,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10031,20001,0,3,0.30221,0.30221,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10031,20001,0,2,0.1567,0.1567,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10031,20001,0,2,0.24625,0.24625,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10031,20001,0,2,0.36937,0.36937,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10031,20001,0,3,0.20147,0.20147,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10031,20001,0,1,0.22386,0.22386,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10031,20001,0,4,0.45891,0.45891,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10031,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10031,20001,0,2,0.30246,0.30246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10031,20001,0,1,0.36967,0.36967,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10031,20001,0,2,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10031,20001,0,2,0.30246,0.30246,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10031,20001,0,1,0.73934,0.73934,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10032,20001,0,2,12.3123,12.3123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10032,20001,0,1,6.15615,6.15615,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10032,20001,0,2,15.39038,15.39038,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10032,20001,0,3,38.16813,38.16813,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10032,20001,0,1,32.01198,32.01198,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10032,20001,0,2,16.21866,16.21866,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10032,20001,0,1,34.47444,34.47444,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10032,20001,0,1,15.14524,15.14524,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10032,20001,0,3,35.67869,35.67869,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10032,20001,0,1,1.28824,1.28824,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10032,20001,0,2,28.09487,28.09487,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10032,20001,0,1,7.39339,7.39339,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10032,20001,0,2,26.61619,26.61619,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10032,20001,0,1,7.39339,7.39339,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10032,20001,0,1,14.78677,14.78677,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10032,20001,0,1,18.48346,18.48346,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10032,20001,0,1,18.48346,18.48346,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10032,20001,0,1,17.74413,17.74413,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201905,10032,20001,0,1,18.48346,18.48346,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10032,20001,0,1,17.74413,17.74413,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10032,20001,0,1,18.48346,18.48346,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10032,20001,0,1,14.78677,8.11032,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10032,20001,0,1,6.67645,6.67645,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10032,20001,0,1,19.2228,19.2228,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10032,20001,0,1,19.2228,19.2228,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201701,10033,20001,0,4,0.3134,0.3134,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10033,20001,0,7,1.16407,1.16407,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10033,20001,0,4,4.19738,4.19738,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10033,20001,0,5,2.97734,2.97734,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10033,20001,0,5,2.2386,1.81327,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10033,20001,0,4,6.99563,6.99563,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201707,10033,20001,0,2,2.79825,2.79825,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10033,20001,0,3,1.54463,1.54463,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10033,20001,0,1,0.25744,0.25744,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10033,20001,0,1,0.1567,0.1567,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10033,20001,0,11,9.34616,9.34616,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10033,20001,0,4,2.7199,2.7199,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10033,20001,0,4,2.54081,2.54081,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10033,20001,0,5,5.71307,5.71307,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10033,20001,0,7,4.70488,4.70488,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201804,10033,20001,0,1,0.84016,0.84016,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10033,20001,0,4,5.60105,5.60105,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10033,20001,0,8,9.63381,9.63381,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10033,20001,0,8,14.28268,13.54334,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10033,20001,0,7,9.5778,9.5778,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10033,20001,0,6,3.30462,3.30462,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10033,20001,0,5,10.1155,10.1155,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10033,20001,0,6,11.7286,11.34773,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10033,20001,0,3,3.36063,2.62129,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10033,20001,0,4,10.92205,10.92205,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10033,20001,0,5,13.44252,13.44252,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201904,10033,20001,0,13,17.13921,17.13921,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10033,20001,0,4,6.16116,4.68248,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10033,20001,0,1,1.47868,1.47868,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10033,20001,0,2,0.33606,0.33606,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10033,20001,0,4,2.75572,2.75572,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10034,20001,0,1,3.3579,3.3579,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201703,10034,20001,0,2,22.386,22.386,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10034,20001,0,2,27.9825,27.9825,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10034,20001,0,4,39.1755,39.1755,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10034,20001,0,4,55.965,46.02562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10034,20001,0,2,15.6702,15.6702,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201709,10034,20001,0,3,30.2211,30.2211,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10034,20001,0,1,1.84684,1.84684,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10034,20001,0,5,32.4597,32.40373,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201712,10034,20001,0,4,20.1474,14.60686,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201801,10034,20001,0,5,34.6983,34.6983,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201802,10034,20001,0,1,13.44252,13.44252,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201803,10034,20001,0,3,33.6063,32.86696,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10034,20001,0,6,38.08714,38.08714,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201806,10034,20001,0,4,23.16594,23.16594,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201807,10034,20001,0,4,23.52441,23.52441,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201808,10034,20001,0,3,31.79156,31.79156,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201809,10034,20001,0,2,20.16378,20.16378,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201810,10034,20001,0,2,5.04095,5.04095,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201811,10034,20001,0,8,21.28399,21.28399,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201812,10034,20001,0,3,11.7622,6.90049,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201901,10034,20001,0,1,3.36063,3.36063,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201902,10034,20001,0,6,25.76483,25.76483,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201903,10034,20001,0,3,22.4042,22.4042,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201906,10034,20001,0,3,13.44252,13.44252,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201907,10034,20001,0,4,16.80315,16.80315,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201908,10034,20001,0,6,33.6063,33.56149,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201909,10034,20001,0,6,28.00525,21.3512,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201910,10034,20001,0,5,38.08714,34.70411,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201911,10034,20001,0,2,13.44252,10.03708,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201912,10034,20001,0,3,24.64462,24.64462,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201702,10035,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201704,10035,20001,0,1,0.12312,0.12312,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201705,10035,20001,0,3,0.81709,0.81709,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201706,10035,20001,0,1,0.61562,0.61562,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201708,10035,20001,0,2,1.23123,1.23123,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201710,10035,20001,0,1,2.2386,2.2386,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201711,10035,20001,0,2,2.09309,2.09309,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
201805,10035,20001,0,2,0.86256,0.86256,HC,ROPA LAVADO,Liquido,ARIEL,3000,genoma
